Time,Pulses,wm,PWM,Vbus
59.903395,34.0,356.0397644042969,240.0,5.000004768371582
59.95339800000001,34.0,356.0254821777344,240.0,5.000004768371582
60.003401999999994,34.0,356.01837158203125,240.0,5.000004768371582
60.053405999999995,34.0,356.01837158203125,240.0,5.000004768371582
60.10341,34.0,356.01837158203125,240.0,5.000004768371582
60.153414999999995,34.0,356.0112609863281,240.0,5.000004768371582
60.203419,34.0,356.01837158203125,240.0,5.000004768371582
60.253420000000006,32.0,335.09625244140625,240.0,5.000004768371582
60.30342,32.0,335.1029357910156,240.0,5.000004768371582
60.353426,33.0,345.533447265625,240.0,5.000004768371582
60.403429,34.0,356.0254821777344,240.0,5.000004768371582
60.45343200000001,34.0,356.0254821777344,240.0,5.000004768371582
60.503438,34.0,356.004150390625,240.0,5.000004768371582
60.553438,34.0,356.046875,240.0,5.000004768371582
60.603443,34.0,356.0112609863281,240.0,5.000004768371582
60.653445000000005,34.0,356.0326232910156,240.0,5.000004768371582
60.703449000000006,33.0,345.5472717285156,240.0,5.000004768371582
60.753451999999996,33.0,345.5541687011719,240.0,5.000004768371582
60.80345199999999,33.0,345.57489013671875,240.0,5.000004768371582
60.853458,33.0,345.533447265625,240.0,5.000004768371582
60.903459,33.0,345.5679931640625,240.0,5.000004768371582
60.953463,33.0,345.5472717285156,240.0,5.000004768371582
61.003462999999996,34.0,356.046875,240.0,5.000004768371582
61.053464000000005,33.0,345.5679931640625,240.0,5.000004768371582
61.103466,33.0,345.5610656738281,240.0,5.000004768371582
61.15347,33.0,345.5472717285156,240.0,5.000004768371582
61.203474,33.0,345.5472717285156,240.0,5.000004768371582
61.253477000000004,33.0,345.5541687011719,240.0,5.000004768371582
61.303477,33.0,345.57489013671875,240.0,5.000004768371582
61.353481,33.0,345.5472717285156,240.0,5.000004768371582
61.403482999999994,33.0,345.5610656738281,240.0,5.000004768371582
61.453483000000006,33.0,345.57489013671875,240.0,5.000004768371582
61.503485,33.0,345.5610656738281,240.0,5.000004768371582
61.553487000000004,32.0,335.08953857421875,240.0,5.000004768371582
61.603492,33.0,345.54034423828125,240.0,5.000004768371582
61.653496000000004,33.0,345.5472717285156,240.0,5.000004768371582
61.703501,33.0,345.54034423828125,240.0,5.000004768371582
61.753502,33.0,345.5679931640625,240.0,5.000004768371582
61.803504000000004,34.0,356.0326232910156,240.0,5.000004768371582
61.853508000000005,34.0,356.01837158203125,240.0,5.000004768371582
61.903510999999995,34.0,356.0254821777344,240.0,5.000004768371582
61.953512,34.0,356.0397644042969,240.0,5.000004768371582
