Time,Force
0.8600240000000099,-8045.0
0.870276000000004,-8116.0
0.8800260000000009,-8115.0
0.8902780000000092,-8162.0
0.900028000000006,-7969.0
0.9102740000000011,-8104.0
0.9200289999999995,-8099.0
0.9302550000000025,-8100.0
0.9400290000000098,-8347.0
0.9502560000000102,-8252.0
0.9600300000000033,-8111.0
0.9702550000000087,-8108.0
0.9800299999999993,-8107.0
0.9902739999999994,-8198.0
1.000031000000007,-8057.0
1.0102550000000008,-8110.0
1.0200300000000055,-8175.0
1.030255000000011,-8176.0
1.0400320000000107,-8127.0
1.050257000000002,-8088.0
1.0600330000000042,-8165.0
1.0702520000000106,-8182.0
1.0800330000000002,-8181.0
1.0902570000000082,-8280.0
1.1000330000000105,-8115.0
1.1102570000000043,-8106.0
1.120032000000009,-7927.0
1.1302570000000003,-7928.0
1.1400330000000025,-8115.0
1.150252000000009,-8258.0
1.1600330000000127,-8159.0
1.1702570000000065,-8102.0
1.1800330000000088,-8101.0
1.1902600000000092,-8108.0
1.2000349999999997,-8015.0
1.2102620000000002,-8210.0
1.2200360000000074,-8063.0
1.2302560000000113,-8064.0
1.240037000000001,-8095.0
1.2502620000000064,-8034.0
1.2600370000000112,-8169.0
1.2702620000000024,-8084.0
1.2800370000000072,-8083.0
1.2902620000000127,-8088.0
1.3000360000000057,-8117.0
1.3102550000000122,-8092.0
1.3200369999999992,-8105.0
1.3302620000000047,-8106.0
1.3400370000000095,-8177.0
1.35026400000001,-8056.0
1.3600390000000004,-8137.0
1.370264000000006,-7960.0
1.3800390000000107,-7959.0
1.390260000000012,-8134.0
1.4000350000000026,-8187.0
1.410268000000002,-8194.0
1.420020000000008,-8021.0
1.4302660000000031,-8022.0
1.440041000000008,-7989.0
1.4502659999999992,-8036.0
1.4600230000000067,-8135.0
1.4702660000000094,-8128.0
1.4800220000000053,-8127.0
1.4902720000000045,-8070.0
1.5000220000000013,-7777.0
1.5102740000000097,-8020.0
1.520023000000009,-8087.0
1.5302740000000057,-8088.0
1.540025,-8139.0
1.5502700000000118,-8124.0
1.5600260000000077,-8149.0
1.5702780000000018,-7980.0
1.5800260000000037,-7979.0
1.590278000000012,-8242.0
1.6000280000000089,-8093.0
1.610280000000003,-8176.0
1.6200270000000074,-8155.0
1.630272000000005,-8156.0
1.6400290000000126,-8089.0
1.6502780000000001,-8042.0
1.6600280000000112,-8137.0
1.6702800000000053,-8042.0
1.6800050000000084,-8041.0
1.6902820000000105,-8264.0
1.7000069999999994,-8243.0
1.7102780000000024,-8292.0
1.7200070000000096,-8161.0
1.7302820000000025,-8162.0
1.7400070000000056,-8151.0
1.7502840000000077,-8116.0
1.7600070000000017,-8269.0
1.7702820000000088,-8196.0
1.7800070000000119,-8195.0
1.790300000000002,-8200.0
1.800005000000013,-8059.0
1.8102820000000008,-8120.0
1.820005000000009,-8119.0
1.830282000000011,-8116.0
1.8400060000000025,-8339.0
1.850284000000002,-8090.0
1.8600080000000077,-8069.0
1.8702800000000082,-8070.0
1.8800090000000012,-8033.0
1.8902860000000032,-8080.0
1.9000090000000114,-8111.0
1.9102840000000043,-8160.0
1.9200070000000125,-8159.0
1.9302840000000003,-8036.0
1.9400090000000034,-8251.0
1.9502780000000115,-8206.0
1.9600290000000058,-8259.0
1.9702560000000062,-8260.0
1.980031000000011,-8127.0
1.9902550000000048,-8226.0
2.0000300000000095,-8115.0
2.010255000000001,-8150.0
2.0200510000000094,-8149.0
2.030247000000003,-8072.0
2.0400530000000003,-8161.0
2.0502520000000004,-8070.0
2.0600510000000014,-8107.0
2.070250999999999,-8108.0
2.08005,-8221.0
2.090249,-8088.0
2.100048000000001,-7959.0
2.110241000000002,-8190.0
2.120046000000002,-8189.0
2.1302459999999996,-8000.0
2.14004700000001,-8129.0
2.1502470000000073,-7994.0
2.1600460000000083,-8077.0
2.1702450000000084,-8078.0
2.1800440000000094,-8051.0
2.190263999999999,-8282.0
2.200043000000008,-8059.0
2.2102430000000055,-8166.0
2.2200420000000065,-8165.0
2.2302660000000003,-8094.0
2.240041000000005,-8131.0
2.2502660000000105,-8104.0
2.2600400000000036,-8329.0
2.270257000000001,-8330.0
2.2800380000000047,-8075.0
2.2902620000000127,-8190.0
2.300037000000003,-8121.0
2.3102620000000087,-8152.0
2.3200360000000018,-8151.0
2.3302600000000098,-8172.0
2.340036000000012,-8127.0
2.350255000000004,-7968.0
2.3600330000000014,-8087.0
2.370260000000002,-8088.0
2.3800330000000116,-8049.0
2.390260000000012,-8182.0
2.4000330000000076,-8051.0
2.4102570000000014,-8314.0
2.4200330000000037,-8313.0
2.43025200000001,-8220.0
2.440055000000001,-8281.0
2.4502310000000023,-8252.0
2.460057000000006,-8245.0
2.470250000000007,-8246.0
2.480057000000002,-8105.0
2.4902310000000085,-8076.0
2.50005800000001,-8029.0
2.510228000000012,-8172.0
2.5200590000000034,-8171.0
2.5302350000000047,-8044.0
2.5400630000000035,-8145.0
2.550239000000005,-7956.0
2.5600650000000087,-8245.0
2.5702420000000075,-8246.0
2.5800430000000034,-8175.0
2.590264000000005,-8182.0
2.6000429999999994,-8133.0
2.610243000000011,-8316.0
2.6200430000000097,-8315.0
2.630243000000007,-8140.0
2.6400430000000057,-8053.0
2.6502430000000032,-8018.0
2.660043999999999,-8163.0
2.670264000000003,-8164.0
2.680019999999999,-8109.0
2.690273000000005,-8166.0
2.700023999999999,-8163.0
2.7102740000000125,-8218.0
2.7200240000000093,-8217.0
2.7302740000000085,-8080.0
2.740025000000003,-8139.0
2.7502700000000004,-8018.0
2.760027000000008,-8017.0
2.7702780000000047,-8094.0
2.7800280000000015,-7997.0
2.79028000000001,-8112.0
2.800003000000004,-8045.0
2.810280000000006,-8046.0
2.820005000000009,-8115.0
2.8303000000000083,-8062.0
2.840005000000005,-8131.0
2.850284000000002,-7984.0
2.86000700000001,-7983.0
2.8702840000000123,-7988.0
2.880009000000001,-8027.0
2.8902840000000083,-8290.0
2.9000079999999997,-7959.0
2.9102780000000052,-7960.0
2.9200110000000024,-8035.0
2.9302860000000095,-8072.0
2.940010000000001,-8185.0
2.9502860000000055,-8084.0
2.9600110000000086,-8083.0
2.9702860000000015,-8136.0
2.9800090000000097,-8011.0
2.9902800000000127,-8242.0
3.0000090000000057,-8179.0
3.010286000000008,-8180.0
3.020011000000011,-8291.0
3.0302890000000104,-8158.0
3.040013000000002,-8131.0
3.050290000000004,-8068.0
3.060015000000007,-8067.0
3.0702850000000126,-8260.0
3.080015000000003,-8065.0
3.090292000000005,-8154.0
3.100013000000004,-8149.0
3.110292000000001,-8150.0
3.1199980000000096,-8283.0
3.1302920000000114,-8080.0
3.1399980000000056,-8181.0
3.1502880000000033,-8028.0
3.1600170000000105,-8027.0
3.170268000000007,-8070.0
3.1800170000000065,-8071.0
3.1902900000000045,-7952.0
3.200016000000005,-8135.0
3.2102900000000005,-8136.0
3.2200150000000036,-8163.0
3.2302840000000117,-8132.0
3.240012000000007,-8087.0
3.250288000000012,-7924.0
3.2600040000000092,-7923.0
3.270286000000013,-7990.0
3.2800030000000078,-8261.0
3.290286000000009,-8242.0
3.300009000000003,-8051.0
3.310280000000006,-8052.0
3.320011000000008,-8013.0
3.33028800000001,-8104.0
3.3400120000000015,-8133.0
3.350288000000006,-8168.0
3.3600130000000092,-8167.0
3.3702900000000113,-8016.0
3.380007000000006,-7901.0
3.3902840000000083,-8080.0
3.4000150000000104,-8109.0
3.4102920000000125,-8110.0
3.4200130000000115,-8255.0
3.4302920000000086,-8300.0
3.4400090000000034,-8225.0
3.4502900000000096,-8114.0
3.4600170000000077,-8113.0
3.4702860000000015,-8186.0
3.4800110000000046,-8223.0
3.4902860000000118,-8236.0
3.5000110000000006,-7983.0
3.510294000000002,-7984.0
3.5200000000000102,-7997.0
3.530294000000012,-8070.0
3.5400000000000063,-8171.0
3.5502890000000065,-8102.0
3.560017000000002,-8101.0
3.5702720000000028,-8190.0
3.5800230000000113,-8109.0
3.590271999999999,-8328.0
3.60002200000001,-8399.0
3.610272000000009,-8400.0
3.620022000000006,-8197.0
3.630268000000001,-7978.0
3.640024000000011,-8137.0
3.650276000000005,-8186.0
3.6600250000000045,-8185.0
3.670276000000001,-8114.0
3.6800260000000122,-8105.0
3.6902780000000064,-8226.0
3.700028000000003,-8225.0
3.7102720000000033,-8216.0
3.720029000000011,-8249.0
3.7302780000000126,-8208.0
3.7400280000000095,-8147.0
3.7502780000000087,-8104.0
3.7600280000000055,-8103.0
3.7702799999999996,-8164.0
3.7800050000000027,-8351.0
3.790302000000011,-8252.0
3.799987999999999,-8251.0
3.8103120000000104,-7966.0
3.819990000000004,-7935.0
3.8303120000000064,-5190.0
3.8399900000000002,6595.0
3.8503120000000024,6594.0
3.8599920000000054,24943.0
3.8703059999999994,49642.0
3.8799920000000014,65713.0
3.8903140000000036,63196.0
3.8999960000000016,63197.0
3.9102900000000034,39738.0
3.9200170000000014,1793.0
3.9302680000000123,-16142.0
3.940020000000004,-10453.0
3.9502880000000005,-10454.0
3.960002000000003,-8167.0
3.9702979999999997,-8216.0
3.980004000000008,-7947.0
3.99029800000001,-8114.0
4.000004000000004,-8113.0
4.010298000000006,-8086.0
4.020004,-5987.0
4.030292000000003,16660.0
4.04000400000001,52995.0
4.050298000000012,52994.0
4.060005000000004,83183.0
4.070300000000003,119538.0
4.080004000000002,179071.0
4.090298000000004,256278.0
4.100004000000013,256279.0
4.110292000000001,345894.0
4.120004000000009,454353.0
4.1302980000000105,572002.0
4.140001000000012,704657.0
4.1502960000000115,704656.0
4.160002000000006,849527.0
4.1702960000000076,983266.0
4.180002000000002,1094727.0
4.1902900000000045,1189592.0
4.200004000000007,1189593.0
4.210298000000009,1278234.0
4.220006000000012,1359993.0
4.2303,1427484.0
4.239999000000012,1482961.0
4.2503050000000115,1482960.0
4.259984000000003,1535521.0
4.270324000000002,1592646.0
4.279986000000008,1656433.0
4.29030800000001,1734314.0
4.299987999999999,1734315.0
4.310308000000006,1821944.0
4.319988000000009,1907995.0
4.330310000000011,1994056.0
4.33999,2083303.0
4.350306000000003,2083302.0
4.359992000000005,2167819.0
4.370314000000008,2248224.0
4.379992000000001,2328165.0
4.390314000000004,2403860.0
4.399996000000002,2403861.0
4.410290000000003,2470486.0
4.4200150000000065,2523229.0
4.4302860000000095,2562846.0
4.440017000000012,2598347.0
4.450270000000003,2598346.0
4.46002,2641143.0
4.4702720000000085,2689038.0
4.480023000000003,2736171.0
4.490276000000009,2782974.0
4.500026000000005,2782975.0
4.5102720000000005,2829812.0
4.520021,2871519.0
4.53027800000001,2907400.0
4.540026000000012,2939163.0
4.550276000000011,2939162.0
4.560026000000008,2965131.0
4.570276000000007,2981172.0
4.580026000000004,2990287.0
4.590271999999999,3001080.0
4.600027000000011,3001081.0
4.610275999999999,3016512.0
4.6200250000000125,3037987.0
4.630278000000004,3066440.0
4.6400270000000035,3098133.0
4.650278,3098132.0
4.660028000000011,3125447.0
4.670274000000006,3148594.0
4.680029000000005,3170397.0
4.690278000000006,3183260.0
4.700028000000003,3183261.0
4.710280000000012,3183042.0
4.7200050000000005,3178085.0
4.730280000000008,3175112.0
4.740005000000011,3175113.0
4.750302000000005,3174900.0
4.759988000000007,3181443.0
4.770313999999999,3196790.0
4.779988000000003,3216953.0
4.790314000000009,3216952.0
4.799990000000008,3241259.0
4.810316,3259214.0
4.819991999999999,3268801.0
4.830312000000006,3277858.0
4.839995999999999,3277859.0
4.850290000000001,3290886.0
4.860014000000007,3306031.0
4.870292000000006,3322332.0
4.880014000000003,3339015.0
4.890292000000002,3339014.0
4.899999000000008,3352407.0
4.910288000000008,3361424.0
4.920017000000001,3368285.0
4.930268000000012,3378036.0
4.940017000000012,3378037.0
4.950268000000008,3391224.0
4.960017000000008,3404695.0
4.970268000000004,3419870.0
4.980016000000006,3443199.0
4.990286000000012,3443198.0
