Time,accX,accY,accZ,wx,wy,wz
1.9099300000000001,-358.0,-135.0,-16105.0,27.0,-36.0,-30.0
1.920566,-347.0,-151.0,-16186.0,22.0,-33.0,-25.0
1.9299400000000002,-374.0,-153.0,-16236.0,22.0,-33.0,-30.0
1.940576,-353.0,-169.0,-16298.0,40.0,-36.0,-28.0
1.9507560000000002,-343.0,-132.0,-16185.0,45.0,-34.0,-31.0
1.9605740000000003,-380.0,-157.0,-16118.0,40.0,-34.0,-32.0
1.9698229999999999,-319.0,-184.0,-16071.0,34.0,-34.0,-26.0
1.98055,-355.0,-150.0,-16111.0,27.0,-31.0,-31.0
1.9898439999999997,-359.0,-147.0,-16182.0,19.0,-29.0,-31.0
2.0006139999999997,-338.0,-127.0,-16262.0,29.0,-31.0,-27.0
2.0098380000000002,-356.0,-146.0,-16263.0,41.0,-33.0,-29.0
2.0205200000000003,-347.0,-125.0,-16184.0,45.0,-32.0,-31.0
2.029884,-388.0,-170.0,-16104.0,42.0,-36.0,-27.0
2.040456,-354.0,-180.0,-16068.0,36.0,-31.0,-24.0
2.0500499999999997,-371.0,-141.0,-16111.0,27.0,-35.0,-25.0
2.0603039999999995,-383.0,-125.0,-16171.0,19.0,-28.0,-26.0
2.0700849999999997,-364.0,-180.0,-16251.0,32.0,-32.0,-26.0
2.080229,-344.0,-117.0,-16274.0,37.0,-32.0,-27.0
2.090231,-360.0,-140.0,-16218.0,43.0,-33.0,-23.0
2.1002840000000003,-342.0,-155.0,-16139.0,49.0,-35.0,-27.0
2.11024,-340.0,-150.0,-16093.0,39.0,-33.0,-29.0
2.119966,-363.0,-166.0,-16065.0,27.0,-34.0,-29.0
2.1305620000000003,-362.0,-129.0,-16180.0,19.0,-30.0,-28.0
2.1399159999999995,-369.0,-160.0,-16283.0,23.0,-31.0,-24.0
2.1506179999999997,-331.0,-171.0,-16256.0,38.0,-32.0,-27.0
2.1607700000000003,-351.0,-158.0,-16241.0,50.0,-34.0,-31.0
2.1705680000000003,-333.0,-158.0,-16133.0,45.0,-35.0,-25.0
2.18079,-342.0,-161.0,-16069.0,37.0,-34.0,-33.0
2.190722,-361.0,-148.0,-16118.0,26.0,-31.0,-31.0
2.200798,-343.0,-129.0,-16186.0,21.0,-31.0,-26.0
2.210736,-351.0,-109.0,-16237.0,25.0,-35.0,-31.0
2.2207739999999996,-349.0,-124.0,-16283.0,36.0,-37.0,-32.0
2.2307059999999996,-357.0,-126.0,-16229.0,42.0,-26.0,-27.0
2.2405679999999997,-382.0,-112.0,-16118.0,41.0,-34.0,-31.0
2.2507919999999997,-372.0,-136.0,-16078.0,37.0,-32.0,-26.0
2.2607159999999995,-353.0,-145.0,-16080.0,27.0,-30.0,-29.0
2.2698080000000003,-360.0,-130.0,-16195.0,19.0,-30.0,-30.0
2.28071,-335.0,-147.0,-16256.0,25.0,-32.0,-31.0
2.290794,-344.0,-160.0,-16292.0,39.0,-31.0,-26.0
2.300541,-355.0,-147.0,-16197.0,49.0,-31.0,-30.0
2.3098099999999997,-345.0,-149.0,-16132.0,46.0,-31.0,-31.0
2.3206879999999996,-332.0,-163.0,-16077.0,33.0,-30.0,-27.0
2.3307960000000003,-338.0,-152.0,-16109.0,22.0,-29.0,-25.0
2.3406959999999994,-370.0,-127.0,-16148.0,20.0,-35.0,-30.0
2.349826,-393.0,-140.0,-16226.0,26.0,-33.0,-24.0
2.3606999999999996,-373.0,-150.0,-16288.0,33.0,-32.0,-28.0
2.3698239999999995,-381.0,-144.0,-16216.0,46.0,-34.0,-30.0
2.3805639999999997,-391.0,-132.0,-16141.0,49.0,-36.0,-28.0
2.3907739999999995,-353.0,-147.0,-16074.0,36.0,-34.0,-27.0
2.4007119999999995,-382.0,-185.0,-16077.0,22.0,-33.0,-29.0
2.410782,-360.0,-138.0,-16166.0,21.0,-26.0,-26.0
